"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-08-18;2026-08-18
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
2026-08-18;2026-08-19;11,0800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000;-;-;-;-;-;-;-;-;-;-;1;1.000
2026-08-18;2026-08-19;11,1500;-;-;18;138.906;-;-;-;-;-;-;-;-;-;-;-;-;1;3.013;-;-;2;1.940;3;2.551;-;-;-;-;24;146.410
2026-08-18;2026-08-19;11,2500;-;-;-;-;-;-;1;67;-;-;-;-;-;-;-;-;-;-;12;12.065;-;-;-;-;-;-;-;-;13;12.132
2026-08-18;2026-08-19;11,3000;-;-;-;-;-;-;37;123.685;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;123.685
2026-08-18;2026-08-19;11,3500;30;104.585;-;-;-;-;-;-;15;38.732;-;-;-;-;3;7.800;107;96.423;-;-;-;-;-;-;-;-;-;-;155;247.540
2026-08-18;2026-08-19;11,3800;2;10.244;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;10.244
2026-08-18;2026-08-19;11,4000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;49.960;-;-;1;49.960
2026-08-18;2026-08-19;11,4350;1;52.755;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;52.755
2026-08-18;2026-08-19;11,4500;18;158.666;-;-;-;-;1;29.981;-;-;2;4.465;-;-;1;14.750;2;306.795;-;-;-;-;-;-;-;-;-;-;24;514.657
2026-08-18;2026-08-19;11,4800;1;2.048;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.048
2026-08-18;2026-08-19;11,4900;1;9.981;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;9.981
2026-08-18;2026-08-19;11,5000;2;58.821;13;46.421;-;-;1;199.975;2;9.855;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;124.970;-;-;20;440.042
2026-08-18;2026-08-19;11,5100;3;910.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;910.000
2026-08-18;2026-08-19;11,5150;2;50.049.980;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;50.049.980
2026-08-18;2026-08-19;11,5200;-;-;2;414.981;-;-;-;-;-;-;-;-;1;271.982;-;-;-;-;-;-;-;-;-;-;1;3.003.178;-;-;4;3.690.140
2026-08-18;2026-08-19;11,5250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;87.240;-;-;-;-;-;-;-;-;-;-;1;87.240
2026-08-18;2026-08-19;11,5300;-;-;1;79.084;-;-;-;-;-;-;-;-;32;465.407;-;-;1;1.404.365;-;-;-;-;-;-;-;-;-;-;34;1.948.855
2026-08-18;2026-08-19;11,5400;-;-;-;-;-;-;-;-;-;-;-;-;1;152.017;2;948.012;22;1.580;-;-;-;-;-;-;-;-;-;-;25;1.101.609
2026-08-18;2026-08-19;11,5500;10;47.762;272;536.910;-;-;1;50.000;-;-;5;120.202;57;688.067;3;2.147;4;45.206;-;-;-;-;-;-;4;194.776;-;-;356;1.685.069
2026-08-18;2026-08-19;11,5540;-;-;-;-;-;-;-;-;-;-;-;-;2;3.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3.000.000
2026-08-18;2026-08-19;11,5550;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.940;-;-;-;-;-;-;-;-;-;-;-;-;1;499.940
2026-08-18;2026-08-19;11,5700;-;-;-;-;-;-;-;-;-;-;-;-;2;1.103.050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1.103.050
2026-08-18;2026-08-19;11,5750;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.999.949;-;-;-;-;-;-;-;-;-;-;-;-;1;1.999.949
2026-08-18;2026-08-19;11,5800;-;-;-;-;-;-;-;-;-;-;-;-;12;5.661;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;5.661
2026-08-18;2026-08-19;11,5900;-;-;-;-;-;-;-;-;-;-;-;-;1;499.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.975
2026-08-18;2026-08-19;11,6000;-;-;1;300.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;300.000
2026-08-18;2026-08-19;11,6200;-;-;-;-;-;-;-;-;-;-;-;-;1;999;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;999
2026-08-18;2026-08-19;11,6500;7;6.315;-;-;-;-;-;-;-;-;-;-;3;4;2;300.400;-;-;-;-;-;-;-;-;-;-;-;-;12;306.719
2026-08-18;2026-08-19;11,6600;-;-;-;-;-;-;-;-;-;-;-;-;2;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;122
2026-08-18;2026-08-19;11,6700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;28.640;-;-;-;-;-;-;-;-;-;-;3;28.640
2026-08-18;2026-08-19;11,6800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.425;-;-;-;-;-;-;-;-;-;-;1;3.425
2026-08-18;2026-08-19;11,7000;-;-;6;513;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;513
2026-08-18;2026-08-19;11,7100;-;-;-;-;-;-;-;-;-;-;-;-;1;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;85
2026-08-18;2026-08-19;11,7500;7;18.808;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;18.808
2026-08-18;2026-08-19;11,8600;-;-;-;-;-;-;-;-;-;-;-;-;1;126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;126
2026-08-18;2026-08-19;11,9000;2;575;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;575
2026-08-18;2026-08-19;12,0000;7;6.231;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;6.231
2026-08-18;2026-08-19;12,3900;-;-;1;5.415;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.415
2026-08-18;2026-08-19;TOTAL;93;51.436.770;314;1.522.230;9;2.763;41;403.708;17;48.587;8;124.681;168;6.293.207;167;4.160.935;198;2.002.197;12;12.065;2;1.940;3;2.551;34;3.386.444;37;61.103;1.103;69.459.180
2026-08-18;2026-08-19;TCO;11,51;;11,52;;11,05;;11,44;;11,38;;11,55;;11,54;;11,52;;11,50;;11,25;;11,15;;11,15;;11,52;;10,50;;11,52;

