"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-07-06;2026-07-06
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
2026-07-06;2026-07-07;9,8299;-;-;-;-;-;-;-;-;-;-;-;-;1;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;69
2026-07-06;2026-07-07;9,8300;2;18.700;-;-;1;12.475;-;-;-;-;6;1.745;117;4.441;3;49.488;161;115.500;-;-;4;7.049;-;-;-;-;64;180.125;358;389.523
2026-07-06;2026-07-07;9,8302;-;-;-;-;-;-;-;-;-;-;-;-;1;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;16
2026-07-06;2026-07-07;9,8400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1
2026-07-06;2026-07-07;9,8500;2;821.090;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;45.445;-;-;4;866.535
2026-07-06;2026-07-07;9,8620;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;500.000;-;-;2;500.000
2026-07-06;2026-07-07;9,8700;-;-;-;-;-;-;1;181.531;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;181.531
2026-07-06;2026-07-07;9,8800;1;292.281;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;292.281
2026-07-06;2026-07-07;9,8900;1;199.965;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;199.965
2026-07-06;2026-07-07;9,9000;3;1.313.120;-;-;-;-;4;695.604;-;-;-;-;1;985;2;109.876;-;-;-;-;-;-;-;-;2;10.243;-;-;12;2.129.827
2026-07-06;2026-07-07;9,9200;-;-;-;-;-;-;1;300.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;300.000
2026-07-06;2026-07-07;9,9296;-;-;-;-;-;-;-;-;-;-;-;-;1;71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;71
2026-07-06;2026-07-07;9,9300;-;-;1;849.700;-;-;-;-;-;-;-;-;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;849.705
2026-07-06;2026-07-07;9,9500;1;700.000;1;505.643;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;311.275;-;-;5;1.516.918
2026-07-06;2026-07-07;9,9700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;93.599;-;-;4;93.599
2026-07-06;2026-07-07;10,0000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1.100.040;-;-;-;-;-;-;-;-;-;-;-;-;2;1.100.040
2026-07-06;2026-07-07;10,0850;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;600.000;-;-;-;-;-;-;-;-;-;-;-;-;1;600.000
2026-07-06;2026-07-07;10,1500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;399.915;-;-;-;-;-;-;-;-;-;-;-;-;1;399.915
2026-07-06;2026-07-07;TOTAL;55;3.646.488;12;1.393.544;30;17.609;28;1.198.507;17;15.603;9;13.299;562;1.696.172;212;2.540.863;172;153.596;9;4.406;4;7.049;3;47.414;34;962.170;64;180.125;1.211;11.876.844
2026-07-06;2026-07-07;TCO;9,88;;9,93;;9,80;;9,89;;9,73;;9,76;;9,71;;10,00;;9,80;;9,73;;9,83;;9,43;;9,90;;9,83;;9,89;

