"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-08-11;2026-08-11
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-08-11;2026-08-12;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;17.280;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;17.280
2026-08-11;2026-08-12;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;120.453;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;120.453
2026-08-11;2026-08-12;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;17.429;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;17.429
2026-08-11;2026-08-12;10,0000;-;-;-;-;-;-;-;-;-;-;-;-;90;22.160;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;22.160
2026-08-11;2026-08-12;10,5000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61;510.473;61;510.473
2026-08-11;2026-08-12;11,0200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;135;205.406;-;-;-;-;-;-;-;-;-;-;135;205.406
2026-08-11;2026-08-12;11,1200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;30.000;-;-;-;-;-;-;-;-;-;-;1;30.000
2026-08-11;2026-08-12;11,1800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;15.172;-;-;27;15.172
2026-08-11;2026-08-12;11,2000;-;-;-;-;-;-;63;31.075;-;-;-;-;-;-;-;-;1;531;-;-;-;-;-;-;-;-;-;-;64;31.606
2026-08-11;2026-08-12;11,2700;-;-;-;-;3;580;-;-;-;-;-;-;-;-;206;329.611;11;20.122;-;-;-;-;-;-;-;-;-;-;220;350.313
2026-08-11;2026-08-12;11,2800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-08-11;2026-08-12;11,3000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;61.947;-;-;-;-;-;-;-;-;-;-;1;61.947
2026-08-11;2026-08-12;11,3500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;16.833;-;-;1;16.833
2026-08-11;2026-08-12;11,3700;-;-;24;103.285;-;-;-;-;-;-;-;-;-;-;-;-;2;46.051;-;-;-;-;1;200;-;-;-;-;27;149.536
2026-08-11;2026-08-12;11,4500;-;-;1;8.712;-;-;-;-;-;-;-;-;-;-;1;183.643;-;-;-;-;-;-;-;-;-;-;-;-;2;192.355
2026-08-11;2026-08-12;11,5000;-;-;3;103.682;-;-;2;4.100;-;-;-;-;1;44.804;-;-;2;300.000;-;-;-;-;-;-;2;399.855;1;154.842;11;1.007.283
2026-08-11;2026-08-12;11,5400;-;-;-;-;-;-;-;-;-;-;-;-;1;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;70
2026-08-11;2026-08-12;11,5600;-;-;2;48.331;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;48.331
2026-08-11;2026-08-12;11,5700;69;86.752;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;57.000;98;409.921;-;-;-;-;-;-;-;-;168;553.673
2026-08-11;2026-08-12;11,5800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;149.905;-;-;1;149.905
2026-08-11;2026-08-12;11,6000;-;-;1;643.000;-;-;2;509.000;-;-;3;147.535;-;-;4;189.735;-;-;-;-;-;-;-;-;4;35.229;-;-;14;1.524.499
2026-08-11;2026-08-12;11,6200;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000
2026-08-11;2026-08-12;11,6500;-;-;-;-;-;-;-;-;-;-;-;-;4;500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;500.000
2026-08-11;2026-08-12;11,6600;35;90.389;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;90.389
2026-08-11;2026-08-12;11,6700;10;119.309;-;-;-;-;-;-;18;609.139;4;723;1;499.980;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;1.229.151
2026-08-11;2026-08-12;11,6800;1;40.950;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;40.950
2026-08-11;2026-08-12;11,6900;1;26.646;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;26.646
2026-08-11;2026-08-12;11,7000;6;1.662.274;-;-;-;-;-;-;-;-;-;-;4;2.241.607;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;3.903.881
2026-08-11;2026-08-12;11,7100;2;899.950;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;899.950
2026-08-11;2026-08-12;11,7200;2;338.411;-;-;-;-;-;-;-;-;-;-;1;134.260;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;472.671
2026-08-11;2026-08-12;11,7250;2;58.699.980;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;58.699.980
2026-08-11;2026-08-12;11,7300;2;250.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;250.000
2026-08-11;2026-08-12;11,7400;1;99.983;-;-;-;-;-;-;-;-;-;-;1;1.999.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2.099.958
2026-08-11;2026-08-12;11,7500;30;6.418.282;1;6.002;-;-;-;-;-;-;-;-;5;2.499.950;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;8.924.234
2026-08-11;2026-08-12;11,7600;4;634.201;-;-;-;-;-;-;-;-;-;-;2;1.515.460;-;-;136;188.878;-;-;-;-;-;-;-;-;-;-;142;2.338.539
2026-08-11;2026-08-12;11,7700;4;200.003;-;-;-;-;-;-;-;-;1;170;38;1.209.197;8;430.697;1;236;-;-;8;8.301;-;-;2;3.499.810;-;-;62;5.348.415
2026-08-11;2026-08-12;11,8000;-;-;-;-;-;-;-;-;1;299.985;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;299.985
2026-08-11;2026-08-12;11,8050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1.549.810;-;-;2;1.549.810
2026-08-11;2026-08-12;11,8200;1;2.832.230;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.832.230
2026-08-11;2026-08-12;11,8600;-;-;324;36.018;-;-;1;174.440;-;-;-;-;13;21.987;-;-;-;-;-;-;-;-;-;-;-;-;-;-;338;232.445
2026-08-11;2026-08-12;11,8700;-;-;2;73.915;-;-;-;-;-;-;-;-;8;9;-;-;-;-;-;-;-;-;-;-;5;240.455;-;-;15;314.379
2026-08-11;2026-08-12;11,9000;11;56.759;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;56.759
2026-08-11;2026-08-12;12,0000;12;114.622;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;114.622
2026-08-11;2026-08-12;12,0200;-;-;-;-;-;-;-;-;-;-;-;-;3;208;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;208
2026-08-11;2026-08-12;12,1200;-;-;1;5.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.000
2026-08-11;2026-08-12;12,1300;-;-;-;-;-;-;-;-;-;-;-;-;2;493;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;493
2026-08-11;2026-08-12;12,3900;-;-;1;200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200
2026-08-11;2026-08-12;TOTAL;193;72.570.741;360;1.028.144;3;580;68;718.615;19;909.124;8;148.428;178;11.845.324;220;1.133.686;291;910.171;98;409.921;8;8.301;1;200;44;5.907.069;62;665.315;1.553;96.255.618
2026-08-11;2026-08-12;TCO;11,73;;11,60;;11,27;;11,65;;11,71;;11,60;;11,69;;11,54;;11,41;;11,57;;11,77;;11,37;;11,76;;10,73;;11,71;

