"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-07-14;2026-07-14
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-07-14;2026-07-15;9,6000;-;-;-;-;-;-;-;-;-;-;-;-;1;564;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;564
2026-07-14;2026-07-15;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;35.111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;35.111
2026-07-14;2026-07-15;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;198.007;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;198.007
2026-07-14;2026-07-15;9,7600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;215;4;215
2026-07-14;2026-07-15;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;44.400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;44.400
2026-07-14;2026-07-15;9,9800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;8.732;-;-;20;8.732
2026-07-14;2026-07-15;10,0000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;9.950;-;-;-;-;-;-;-;-;-;-;5;9.950
2026-07-14;2026-07-15;10,1000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1.146;-;-;-;-;6;1.146
2026-07-14;2026-07-15;10,2000;-;-;-;-;-;-;-;-;-;-;-;-;4;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;7
