"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-07-15;2026-07-15
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-07-15;"2026-07-16 al 2026-07-17";9,6000;-;-;-;-;-;-;-;-;-;-;-;-;1;1.868;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.868
2026-07-15;"2026-07-16 al 2026-07-17";9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;33.813;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;33.813
2026-07-15;"2026-07-16 al 2026-07-17";9,7000;-;-;-;-;-;-;-;-;-;-;-;-;4;2.223;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2.223
2026-07-15;"2026-07-16 al 2026-07-17";9,7300;-;-;-;-;-;-;-;-;-;-;-;-;33;241.865;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;241.865
2026-07-15;"2026-07-16 al 2026-07-17";9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;25.756;-;-;-;-;-;-;-;-;-;-;-;-;1;130;2;25.886
2026-07-15;"2026-07-16 al 2026-07-17";10,0000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100;-;-;-;-;-;-;-;-;-;-;1;100
2026-07-15;"2026-07-16 al 2026-07-17";10,1000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;50;1;50
2026-07-15;"2026-07-16 al 2026-07-17";10,1700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;1.816;-;-;34;1.816
2026-07-15;"2026-07-16 al 2026-07-17";10,2400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;15;2;15
2026-07-15;"2026-07-16 al 2026-07-17";10,3000;6;8.139;-;-;-;-;-;-;-;-;-;-;7;419;-;-;-;-;-;-;-;-;4;600;-;-;-;-;17;9.158
2026-07-15;"2026-07-16 al 2026-07-17";10,4000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;35;-;-;-;-;-;-;-;-;-;-;1;35
2026-07-15;"2026-07-16 al 2026-07-17";10,4600;-;-;-;-;-;-;-;-;-;-;-;-;1;432.688;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;432.688
2026-07-15;"2026-07-16 al 2026-07-17";10,5000;-;-;1;39.646;-;-;-;-;-;-;-;-;152;150.088;199;270.256;1;1.500;-;-;-;-;-;-;1;35.675;-;-;354;497.165
2026-07-15;"2026-07-16 al 2026-07-17";10,5200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1
2026-07-15;"2026-07-16 al 2026-07-17";10,5500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-07-15;"2026-07-16 al 2026-07-17";10,6000;22;62.758;18;39.909;7;11.048;38;157.222;31;4.732;2;9.635;2;1;1;100.000;163;318.553;8;13.772;-;-;-;-;-;-;-;-;292;717.630
2026-07-15;"2026-07-16 al 2026-07-17";10,6500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200.000;-;-;-;-;-;-;-;-;-;-;1;200.000
2026-07-15;"2026-07-16 al 2026-07-17";10,6600;-;-;-;-;-;-;-;-;-;-;-;-;159;590.322;-;-;-;-;-;-;-;-;-;-;-;-;-;-;159;590.322
2026-07-15;"2026-07-16 al 2026-07-17";10,6900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130;120.316;-;-;-;-;-;-;-;-;-;-;130;120.316
2026-07-15;"2026-07-16 al 2026-07-17";10,7000;2;1.303;-;-;4;78.000;-;-;-;-;2;2.541;75;20.527;1;1.000;-;-;-;-;4;1.025;-;-;4;251.708;206;543.367;298;899.471
2026-07-15;"2026-07-16 al 2026-07-17";10,7100;-;-;-;-;-;-;1;300.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;300.000
2026-07-15;"2026-07-16 al 2026-07-17";10,7200;-;-;21;305.679;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;305.679
2026-07-15;"2026-07-16 al 2026-07-17";10,7300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;195.350;-;-;-;-;-;-;-;-;-;-;1;195.350
2026-07-15;"2026-07-16 al 2026-07-17";10,7400;-;-;-;-;-;-;-;-;-;-;-;-;1;3.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.000.000
2026-07-15;"2026-07-16 al 2026-07-17";10,7500;3;179.963;-;-;-;-;-;-;-;-;-;-;1;61.500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;241.463
2026-07-15;"2026-07-16 al 2026-07-17";10,7600;-;-;-;-;-;-;-;-;-;-;1;341.913;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;341.913
2026-07-15;"2026-07-16 al 2026-07-17";10,7700;1;50.000;-;-;-;-;-;-;-;-;-;-;3;1.443.347;-;-;-;-;-;-;-;-;-;-;1;66.063;-;-;5;1.559.410
2026-07-15;"2026-07-16 al 2026-07-17";10,7800;-;-;-;-;-;-;-;-;-;-;1;300.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;300.000
2026-07-15;"2026-07-16 al 2026-07-17";10,7900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.000.000;-;-;-;-;-;-;-;-;-;-;1;2.000.000
2026-07-15;"2026-07-16 al 2026-07-17";10,8000;-;-;58;636.460;-;-;-;-;-;-;-;-;-;-;4;562.932;-;-;-;-;1;49;-;-;2;119.690;-;-;65;1.319.131
