"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-07-10;2026-07-10
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-07-10;"2026-07-11 al 2026-07-13";9,6000;-;-;-;-;-;-;-;-;-;-;-;-;1;1.652;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.652
2026-07-10;"2026-07-11 al 2026-07-13";9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;22.232;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;22.232
2026-07-10;"2026-07-11 al 2026-07-13";9,7000;-;-;-;-;-;-;-;-;-;-;-;-;2;5.547;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5.547
2026-07-10;"2026-07-11 al 2026-07-13";9,7300;-;-;-;-;-;-;-;-;-;-;-;-;2;274.449;-;-;-;-;-;-;-;-;-;-;21;2.398;-;-;23;276.847
2026-07-10;"2026-07-11 al 2026-07-13";9,8400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;112;-;-;-;-;2;112
2026-07-10;"2026-07-11 al 2026-07-13";9,8500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;400;-;-;1;400
2026-07-10;"2026-07-11 al 2026-07-13";9,9000;10;56.371;-;-;-;-;-;-;-;-;-;-;3;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;56.384
2026-07-10;"2026-07-11 al 2026-07-13";9,9500;4;4.686;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4.686
2026-07-10;"2026-07-11 al 2026-07-13";9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;56.285;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;56.285
2026-07-10;"2026-07-11 al 2026-07-13";10,0400;-;-;-;-;-;-;-;-;-;-;-;-;162;92.859;190;57.504;-;-;-;-;-;-;-;-;-;-;-;-;352;150.364
2026-07-10;"2026-07-11 al 2026-07-13";10,1000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;9.500;-;-;-;-;-;-;-;-;-;-;2;9.500
2026-07-10;"2026-07-11 al 2026-07-13";10,1400;44;207.611;22;28.888;12;3.349;25;6.394;10;718;-;-;-;-;-;-;93;585.250;9;3.750;-;-;-;-;-;-;-;-;215;835.960
2026-07-10;"2026-07-11 al 2026-07-13";10,1500;-;-;1;29.950;-;-;1;500.000;-;-;-;-;1;199.948;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;729.898
2026-07-10;"2026-07-11 al 2026-07-13";10,1900;2;3.114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3.114
2026-07-10;"2026-07-11 al 2026-07-13";10,2000;-;-;1;50.000;-;-;-;-;1;4.267;-;-;29;979.049;-;-;1;3.499.955;-;-;-;-;-;-;3;59.904;-;-;35;4.593.175
2026-07-10;"2026-07-11 al 2026-07-13";10,2300;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;125;24.871;-;-;-;-;-;-;-;-;-;-;126;124.871
2026-07-10;"2026-07-11 al 2026-07-13";10,2400;4;48.871;2;47.498;4;1.841;-;-;-;-;2;431;39;401.960;13;267.274;1;450.000;-;-;1;68;-;-;1;25.376;80;339.509;147;1.582.829
2026-07-10;"2026-07-11 al 2026-07-13";10,2500;4;530.416;-;-;-;-;-;-;-;-;-;-;-;-;1;12.500;-;-;-;-;-;-;-;-;2;28.997;-;-;7;571.913
2026-07-10;"2026-07-11 al 2026-07-13";10,2580;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3.107.633;-;-;-;-;-;-;-;-;-;-;2;3.107.633
2026-07-10;"2026-07-11 al 2026-07-13";10,2700;-;-;-;-;-;-;-;-;-;-;1;48.440;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;48.440
2026-07-10;"2026-07-11 al 2026-07-13";10,2800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;29.300;-;-;-;-;-;-;-;-;-;-;-;-;1;29.300
2026-07-10;"2026-07-11 al 2026-07-13";10,2900;3;75.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.611.715;-;-;-;-;-;-;-;-;-;-;4;2.686.715
2026-07-10;"2026-07-11 al 2026-07-13";10,3000;4;2.257.939;-;-;-;-;-;-;-;-;-;-;1;150.970;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;2.408.909
2026-07-10;"2026-07-11 al 2026-07-13";10,3200;-;-;2;173.695;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;173.695
2026-07-10;"2026-07-11 al 2026-07-13";10,3300;2;13.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;13.000
2026-07-10;"2026-07-11 al 2026-07-13";10,3400;-;-;2;25.000;-;-;-;-;-;-;-;-;-;-;2;100.000;-;-;-;-;-;-;-;-;-;-;-;-;4;125.000
2026-07-10;"2026-07-11 al 2026-07-13";10,3500;2;176.010;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;13.413;-;-;3;189.423
2026-07-10;"2026-07-11 al 2026-07-13";10,3700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;99.887;-;-;1;99.887
2026-07-10;"2026-07-11 al 2026-07-13";10,3800;1;500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;500.000
2026-07-10;"2026-07-11 al 2026-07-13";10,4000;4;1.379.406;1;99.930;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;39.905;-;-;6;1.519.241
2026-07-10;"2026-07-11 al 2026-07-13";10,4200;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-07-10;"2026-07-11 al 2026-07-13";10,4350;-;-;-;-;-;-;-;-;-;-;-;-;3;300.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;300.000
2026-07-10;"2026-07-11 al 2026-07-13";10,4500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;334.000;-;-;-;-;-;-;-;-;-;-;-;-;1;334.000
2026-07-10;"2026-07-11 al 2026-07-13";10,4800;1;698.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;698.000
2026-07-10;"2026-07-11 al 2026-07-13";10,5000;3;1.600.000;1;581.244;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;2.281.244
2026-07-10;"2026-07-11 al 2026-07-13";10,5200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000;-;-;1;1.000.000
2026-07-10;"2026-07-11 al 2026-07-13";10,5500;1;500.000;1;798.448;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1.795.393;-;-;5;4.093.841
2026-07-10;"2026-07-11 al 2026-07-13";10,6000;-;-;-;-;-;-;1;399.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;399.975
2026-07-10;"2026-07-11 al 2026-07-13";10,6200;-;-;1;4.000.000;-;-;-;-;-;-;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5.000.000
2026-07-10;"2026-07-11 al 2026-07-13";10,6400;-;-;-;-;-;-;1;1.800.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.800.000
2026-07-10;"2026-07-11 al 2026-07-13";10,6900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;56;-;-;-;-;-;-;-;-;-;-;-;-;1;56
2026-07-10;"2026-07-11 al 2026-07-13";10,7100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;499.965;-;-;2;499.965
2026-07-10;"2026-07-11 al 2026-07-13";10,7500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;449.880;-;-;1;449.880
2026-07-10;"2026-07-11 al 2026-07-13";TOTAL;91;8.250.425;34;5.834.653;16;5.190;30;3.806.369;11;4.985;3;48.871;246;3.484.965;209;800.634;225;10.288.924;9;3.750;1;68;2;112;37;4.015.518;80;339.509;994;36.883.973
2026-07-10;"2026-07-11 al 2026-07-13";TCO;10,38;;10,57;;10,18;;10,54;;10,19;;10,27;;10,30;;10,33;;10,24;;10,14;;10,24;;9,84;;10,57;;10,24;;10,40;

