"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-07-23;2026-07-23
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
2026-07-23;2026-07-24;11,2500;-;-;1;131.475;-;-;-;-;-;-;-;-;-;-;1;34.954;-;-;-;-;-;-;-;-;-;-;-;-;2;166.429
2026-07-23;2026-07-24;11,2621;1;179.965;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;179.965
2026-07-23;2026-07-24;11,2700;2;500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;800.000;-;-;3;1.300.000
2026-07-23;2026-07-24;11,2800;-;-;-;-;-;-;-;-;-;-;-;-;76;3.999.921;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76;3.999.921
2026-07-23;2026-07-24;11,2830;1;1.657.361;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.657.361
2026-07-23;2026-07-24;11,3000;1;500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;500.000
2026-07-23;2026-07-24;11,3200;-;-;-;-;-;-;1;199.990;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;199.990
2026-07-23;2026-07-24;11,3400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2.447.495;-;-;-;-;-;-;-;-;-;-;-;-;2;2.447.495
2026-07-23;2026-07-24;11,3500;1;400.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;749.905;-;-;2;1.149.905
2026-07-23;2026-07-24;11,3700;-;-;-;-;-;-;-;-;-;-;-;-;1;553.246;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;553.246
2026-07-23;2026-07-24;11,4000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;304.931;-;-;5;304.931
2026-07-23;2026-07-24;11,4500;-;-;-;-;-;-;-;-;-;-;1;399.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;399.975
2026-07-23;2026-07-24;TOTAL;95;10.524.285;65;556.143;17;20.972;35;443.327;15;2.814;8;546.641;369;6.866.825;196;3.743.530;220;3.687.810;10;103.793;8;6.085;3;470;42;2.006.683;65;55.282;1.148;28.564.660
2026-07-23;2026-07-24;TCO;11,22;;11,18;;11,03;;11,23;;11,03;;11,36;;11,19;;11,27;;11,11;;11,03;;11,13;;10,73;;11,31;;11,13;;11,21;

