"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-09-14;2026-09-14
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CREDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONOMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-09-14;2026-09-15;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;5.972;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.972
2026-09-14;2026-09-15;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;38.554;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;38.554
2026-09-14;2026-09-15;9,8000;-;-;-;-;-;-;-;-;-;-;-;-;51;37.683;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;37.683
2026-09-14;2026-09-15;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;5.440;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.440
2026-09-14;2026-09-15;10,0300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;138;87.219;-;-;-;-;-;-;-;-;-;-;-;-;138;87.219
2026-09-14;2026-09-15;10,1300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;139;139.069;-;-;-;-;-;-;-;-;-;-;139;139.069
2026-09-14;2026-09-15;10,3000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3.900;-;-;2;3.900
2026-09-14;2026-09-15;10,3800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;9.502;-;-;33;9.502
2026-09-14;2026-09-15;10,4000;3;300.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;300.000
2026-09-14;2026-09-15;10,4800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;59.950;-;-;-;-;-;-;-;-;-;-;-;-;1;59.950
2026-09-14;2026-09-15;10,5000;2;472.252;14;232.253;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;24.875;-;-;17;729.380
2026-09-14;2026-09-15;10,5500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;87.375;-;-;1;87.375
2026-09-14;2026-09-15;10,6000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7.873;-;-;1;7.873
2026-09-14;2026-09-15;10,7500;1;499.965;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.965
2026-09-14;2026-09-15;10,8000;66;14.876;-;-;-;-;25;4.903;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;54.160;-;-;93;73.939
2026-09-14;2026-09-15;10,8100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.880;-;-;1;499.880
2026-09-14;2026-09-15;10,8500;2;93.918;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;93.918
2026-09-14;2026-09-15;10,9000;2;800.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;800.000
2026-09-14;2026-09-15;10,9300;-;-;-;-;8;4.407;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;4.407
2026-09-14;2026-09-15;11,0000;23;4.754.808;62;3.775.039;-;-;-;-;-;-;1;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;86;8.529.866
2026-09-14;2026-09-15;11,0300;-;-;-;-;-;-;-;-;11;13.888;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;13.888
2026-09-14;2026-09-15;11,0500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;267.372;-;-;3;267.372
2026-09-14;2026-09-15;11,1300;37;96.052;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;96.052
2026-09-14;2026-09-15;11,2300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;2.114;-;-;-;-;-;-;-;-;18;2.114
2026-09-14;2026-09-15;11,3000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;22.220;44;22.220
2026-09-14;2026-09-15;11,4300;-;-;-;-;-;-;-;-;-;-;3;13.345;-;-;-;-;1;319.264;-;-;-;-;-;-;-;-;-;-;4;332.609
2026-09-14;2026-09-15;11,5100;-;-;-;-;-;-;-;-;-;-;-;-;18;116.887;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;116.887
2026-09-14;2026-09-15;11,5200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;1.134;-;-;-;-;-;-;-;-;-;-;25;1.134
2026-09-14;2026-09-15;11,5300;1;100;1;34.196;-;-;-;-;-;-;-;-;34;1.176.091;-;-;3;3.868;-;-;-;-;-;-;-;-;-;-;39;1.214.254
2026-09-14;2026-09-15;11,6000;-;-;1;404;-;-;-;-;-;-;-;-;-;-;-;-;14;59.478;-;-;-;-;-;-;-;-;-;-;15;59.882
2026-09-14;2026-09-15;11,6300;-;-;-;-;-;-;-;-;-;-;-;-;3;3;2;122.778;-;-;-;-;-;-;-;-;-;-;-;-;5;122.781
2026-09-14;2026-09-15;11,7400;1;3.474;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.474
2026-09-14;2026-09-15;12,0000;-;-;1;5.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.000
2026-09-14;2026-09-15;12,0400;-;-;2;10.685;-;-;-;-;-;-;-;-;12;3.860;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;14.546
2026-09-14;2026-09-15;12,1400;-;-;2;35.331;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;35.331
2026-09-14;2026-09-15;12,2700;-;-;1;4.947;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4.947
2026-09-14;2026-09-15;12,4200;-;-;-;-;-;-;-;-;-;-;-;-;5;3.319;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;3.319
2026-09-14;2026-09-15;12,4500;-;-;-;-;-;-;-;-;-;-;-;-;1;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;37
2026-09-14;2026-09-15;12,5800;-;-;1;4.933;-;-;-;-;-;-;-;-;2;278;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;5.210
2026-09-14;2026-09-15;12,6100;-;-;1;2.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.000
2026-09-14;2026-09-15;12,6400;-;-;-;-;-;-;-;-;-;-;-;-;2;435;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;435
2026-09-14;2026-09-15;12,6500;-;-;1;650;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;650
2026-09-14;2026-09-15;12,7000;-;-;1;1.943;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.943
2026-09-14;2026-09-15;12,7700;-;-;1;5.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.000
2026-09-14;2026-09-15;TOTAL;138;7.035.444;89;4.112.380;8;4.407;25;4.903;11;13.888;4;13.365;131;1.388.558;141;269.947;182;522.812;18;2.114;-;-;-;-;44;954.937;44;22.220;835;14.344.975
2026-09-14;2026-09-15;TCO;10,91;;11,00;;10,93;;10,80;;11,03;;11,43;;11,42;;10,86;;11,10;;11,23;;-;;-;;10,84;;11,30;;10,99;

