"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-09-24;2026-09-24
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CREDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONOMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
2026-09-24;2026-09-25;12,3000;1;3.000.000;-;-;-;-;-;-;1;130.369;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3.130.369
2026-09-24;2026-09-25;12,3200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.027.007;-;-;-;-;-;-;-;-;-;-;-;-;1;1.027.007
2026-09-24;2026-09-25;12,3600;-;-;-;-;-;-;-;-;-;-;-;-;7;65;3;2.125.456;-;-;-;-;-;-;-;-;-;-;-;-;10;2.125.521
2026-09-24;2026-09-25;12,3800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3.000.000;-;-;-;-;-;-;-;-;-;-;-;-;2;3.000.000
2026-09-24;2026-09-25;12,4000;-;-;-;-;-;-;-;-;-;-;1;986.287;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;986.287
2026-09-24;2026-09-25;12,4600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6.962;-;-;1;6.962
2026-09-24;2026-09-25;12,4700;-;-;1;2.054;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.054
2026-09-24;2026-09-25;12,5000;-;-;1;15.624;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;15.624
2026-09-24;2026-09-25;12,5100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;350.000;1;350.000
2026-09-24;2026-09-25;12,5400;-;-;-;-;-;-;-;-;1;300.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;300.000
2026-09-24;2026-09-25;12,5500;-;-;1;2.400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.400
2026-09-24;2026-09-25;12,5600;-;-;-;-;-;-;-;-;1;399.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;399.975
2026-09-24;2026-09-25;12,5615;-;-;-;-;-;-;-;-;1;68.546;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;68.546
2026-09-24;2026-09-25;12,6600;-;-;1;3.500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.500
2026-09-24;2026-09-25;TOTAL;203;25.323.995;338;485.161;-;-;1;50;18;2.426.170;9;1.001.988;150;1.064.471;155;8.235.396;223;2.799.125;9;18.000;5;15.923;-;-;16;9.518;45;409.389;1.172;41.789.188
2026-09-24;2026-09-25;TCO;12,21;;12,17;;-;;11,60;;12,20;;12,40;;12,13;;12,30;;12,11;;11,96;;11,88;;-;;12,09;;12,33;;12,22;

