"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-07-13;2026-07-13
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-07-13;2026-07-14;9,6000;-;-;-;-;-;-;-;-;-;-;-;-;1;440;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;440
2026-07-13;2026-07-14;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;43.924;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;43.924
2026-07-13;2026-07-14;9,7000;-;-;-;-;-;-;-;-;-;-;-;-;1;2.755;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.755
2026-07-13;2026-07-14;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;254.257;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;254.257
2026-07-13;2026-07-14;9,8800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;5.520;-;-;15;5.520
2026-07-13;2026-07-14;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;48.988;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;48.988
2026-07-13;2026-07-14;9,9900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;582;-;-;-;-;-;-;-;-;-;-;2;582
2026-07-13;2026-07-14;10,0000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;99;1;6.905;-;-;3;7.004
2026-07-13;2026-07-14;10,1000;3;2.367;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2.367
2026-07-13;2026-07-14;10,1400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;41;-;-;-;-;-;-;-;-;-;-;1;41
2026-07-13;2026-07-14;10,1900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1
