"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-08-21;2026-08-21
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CREDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONOMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
2026-08-21;"2026-08-22 al 2026-08-24";11,4500;8;52.360;-;-;-;-;-;-;-;-;-;-;-;-;1;21.000;-;-;-;-;-;-;-;-;-;-;-;-;9;73.360
2026-08-21;"2026-08-22 al 2026-08-24";11,4600;3;59.480;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;59.480
2026-08-21;"2026-08-22 al 2026-08-24";11,4700;2;179.988;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;179.988
2026-08-21;"2026-08-22 al 2026-08-24";11,4800;3;247.328;-;-;-;-;-;-;-;-;1;54.289;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;301.617
2026-08-21;"2026-08-22 al 2026-08-24";11,4900;1;1.069.965;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.069.965
2026-08-21;"2026-08-22 al 2026-08-24";11,5000;7;267.520;-;-;-;-;42;57.404;-;-;-;-;24;87.956;-;-;-;-;-;-;-;-;-;-;1;19.805;-;-;74;432.685
2026-08-21;"2026-08-22 al 2026-08-24";11,5100;2;44.624;1;276.925;-;-;-;-;-;-;-;-;1;147.721;1;199.932;24;1.083.100;-;-;-;-;-;-;-;-;-;-;29;1.752.303
2026-08-21;"2026-08-22 al 2026-08-24";11,5150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;235.696;-;-;-;-;-;-;-;-;-;-;-;-;2;235.696
2026-08-21;"2026-08-22 al 2026-08-24";11,5200;3;604.965;328;127.241;1;100;-;-;-;-;2;5.003;44;1.600.120;-;-;2;14.000;-;-;-;-;-;-;3;90.303;-;-;383;2.441.733
2026-08-21;"2026-08-22 al 2026-08-24";11,5300;1;200.000;-;-;-;-;1;499.982;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;699.982
2026-08-21;"2026-08-22 al 2026-08-24";11,5400;1;68.111;-;-;-;-;-;-;-;-;-;-;5;2.394.657;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;2.462.768
2026-08-21;"2026-08-22 al 2026-08-24";11,5410;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;199.983;-;-;1;199.983
2026-08-21;"2026-08-22 al 2026-08-24";11,5450;-;-;-;-;-;-;-;-;-;-;-;-;1;1.162.982;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.162.982
2026-08-21;"2026-08-22 al 2026-08-24";11,5500;12;747.496;-;-;-;-;-;-;-;-;-;-;1;301;-;-;-;-;-;-;-;-;-;-;4;556.337;-;-;17;1.304.134
2026-08-21;"2026-08-22 al 2026-08-24";11,5520;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;649.905;-;-;1;649.905
2026-08-21;"2026-08-22 al 2026-08-24";11,5550;1;500.000;2;1.142.030;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1.642.030
2026-08-21;"2026-08-22 al 2026-08-24";11,5600;1;147.983;-;-;-;-;-;-;-;-;-;-;-;-;1;399.915;-;-;-;-;-;-;-;-;-;-;-;-;2;547.898
2026-08-21;"2026-08-22 al 2026-08-24";11,5700;1;573.780;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;573.780
2026-08-21;"2026-08-22 al 2026-08-24";11,5800;-;-;-;-;-;-;-;-;-;-;-;-;4;754;1;199.940;-;-;-;-;-;-;-;-;-;-;-;-;5;200.694
2026-08-21;"2026-08-22 al 2026-08-24";11,5810;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;99.905;-;-;1;99.905
2026-08-21;"2026-08-22 al 2026-08-24";11,6200;-;-;-;-;1;30;-;-;-;-;-;-;5;23;2;38.620;-;-;-;-;-;-;-;-;-;-;-;-;8;38.673
2026-08-21;"2026-08-22 al 2026-08-24";11,6400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6.936;-;-;-;-;-;-;-;-;-;-;3;6.936
2026-08-21;"2026-08-22 al 2026-08-24";11,6500;7;2.580;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;2.580
2026-08-21;"2026-08-22 al 2026-08-24";11,6600;-;-;-;-;-;-;-;-;-;-;-;-;1;2.230;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.230
2026-08-21;"2026-08-22 al 2026-08-24";11,7500;3;2.957;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2.957
2026-08-21;"2026-08-22 al 2026-08-24";11,9000;6;491;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;491
2026-08-21;"2026-08-22 al 2026-08-24";12,0000;4;418;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;418
2026-08-21;"2026-08-22 al 2026-08-24";12,0800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.458;-;-;-;-;-;-;-;-;-;-;-;-;1;5.458
2026-08-21;"2026-08-22 al 2026-08-24";TOTAL;139;5.066.455;334;1.863.695;15;31.836;43;557.386;27;149.951;5;63.890;170;5.501.680;199;1.245.373;239;1.562.296;22;8.319;2;1.029;-;-;36;1.622.604;18;3.765;1.249;17.678.278
2026-08-21;"2026-08-22 al 2026-08-24";TCO;11,51;;11,50;;11,38;;11,53;;11,32;;11,48;;11,50;;11,49;;11,46;;11,22;;11,12;;-;;11,55;;10,50;;11,50;

