"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-09-04;2026-09-04
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CREDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONOMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-09-04;"2026-09-05 al 2026-09-07";9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;7.916;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7.916
2026-09-04;"2026-09-05 al 2026-09-07";9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;39.891;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;39.891
2026-09-04;"2026-09-05 al 2026-09-07";9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;9.415;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;9.415
2026-09-04;"2026-09-05 al 2026-09-07";10,0000;-;-;-;-;-;-;-;-;-;-;1;0;52;40.607;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;40.608
2026-09-04;"2026-09-05 al 2026-09-07";10,5000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;13.400;41;13.400
2026-09-04;"2026-09-05 al 2026-09-07";11,6400;-;-;2;7.984;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;7.984
2026-09-04;"2026-09-05 al 2026-09-07";11,7100;-;-;-;-;-;-;-;-;-;-;-;-;2;273;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;273
2026-09-04;"2026-09-05 al 2026-09-07";11,9200;-;-;-;-;-;-;-;-;-;-;-;-;2;183;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;183
2026-09-04;"2026-09-05 al 2026-09-07";11,9500;6;16.413;-;-;-;-;-;-;-;-;-;-;-;-;335;801.467;-;-;-;-;-;-;-;-;-;-;-;-;341;817.880
2026-09-04;"2026-09-05 al 2026-09-07";12,0500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5.030;-;-;-;-;-;-;2;5.030
2026-09-04;"2026-09-05 al 2026-09-07";12,1000;13;56.556;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;56.556
2026-09-04;"2026-09-05 al 2026-09-07";12,1200;2;5.820;-;-;-;-;-;-;-;-;-;-;2;566;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;6.385
