"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-09-02;2026-09-02
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CREDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONOMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-09-02;2026-09-03;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;4.163;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4.163
2026-09-02;2026-09-03;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;52.368;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;52.368
2026-09-02;2026-09-03;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;2;8.551;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;8.551
2026-09-02;2026-09-03;10,0000;-;-;-;-;-;-;-;-;-;-;-;-;54;19.568;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;19.568
2026-09-02;2026-09-03;10,5000;-;-;-;-;-;-;-;-;-;-;-;-;1;10.000;-;-;-;-;-;-;-;-;-;-;-;-;38;9.131;39;19.131
2026-09-02;2026-09-03;11,0000;-;-;-;-;-;-;-;-;-;-;-;-;1;4.262;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4.262
2026-09-02;2026-09-03;11,4500;-;-;-;-;-;-;-;-;-;-;1;704;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;704
2026-09-02;2026-09-03;11,7100;-;-;-;-;-;-;-;-;-;-;-;-;1;108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;108
2026-09-02;2026-09-03;11,7500;2;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;87
2026-09-02;2026-09-03;11,7600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;203;355.807;-;-;-;-;-;-;-;-;-;-;-;-;203;355.807
