"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-08-20;2026-08-20
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CREDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONOMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
2026-08-20;2026-08-21;11,2940;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;1;0
2026-08-20;2026-08-21;11,3000;-;-;1;7.057;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7.057
2026-08-20;2026-08-21;11,3200;30;146.724;1;19.140;-;-;-;-;20;14.575;-;-;-;-;-;-;212;379.645;-;-;-;-;-;-;-;-;-;-;263;560.084
2026-08-20;2026-08-21;11,3230;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1
2026-08-20;2026-08-21;11,3300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.900;-;-;-;-;-;-;-;-;-;-;1;5.900
2026-08-20;2026-08-21;11,3500;2;537;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;537
2026-08-20;2026-08-21;11,4000;10;31.047;-;-;1;30.000;-;-;-;-;-;-;-;-;-;-;3;186.177;-;-;-;-;-;-;-;-;-;-;14;247.225
2026-08-20;2026-08-21;11,4200;3;38.146;-;-;-;-;40;21.711;-;-;-;-;-;-;3;1.302.630;1;23.000;-;-;-;-;-;-;-;-;-;-;47;1.385.487
2026-08-20;2026-08-21;11,4400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;55.031;-;-;-;-;-;-;-;-;-;-;1;55.031
2026-08-20;2026-08-21;11,4500;8;34.484;-;-;-;-;-;-;-;-;-;-;1;30.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;64.484
2026-08-20;2026-08-21;11,4700;-;-;-;-;-;-;-;-;-;-;1;97.535;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;85.235;2;182.770
2026-08-20;2026-08-21;11,4800;2;104.616;4;68.323;-;-;-;-;-;-;-;-;-;-;-;-;1;34.929;-;-;-;-;-;-;-;-;-;-;7;207.867
2026-08-20;2026-08-21;11,5000;6;226.242;9;1.061.954;-;-;-;-;-;-;-;-;24;73.673;-;-;-;-;-;-;-;-;-;-;2;66.305;-;-;41;1.428.173
2026-08-20;2026-08-21;11,5050;1;50.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;50.000
2026-08-20;2026-08-21;11,5100;3;553.418;1;61.236;-;-;-;-;-;-;-;-;-;-;3;1.679.540;17;37.565;-;-;-;-;-;-;-;-;-;-;24;2.331.759
2026-08-20;2026-08-21;11,5110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;129.572;-;-;-;-;-;-;-;-;-;-;-;-;1;129.572
2026-08-20;2026-08-21;11,5200;4;1.348.693;306;26.562;1;89.000;2;23.309;-;-;6;332;52;3.040.333;2;75.000;6;816.359;-;-;-;-;-;-;4;211.195;-;-;383;5.630.781
2026-08-20;2026-08-21;11,5250;2;3.536.205;-;-;-;-;-;-;-;-;-;-;1;100.000;-;-;1;999.980;-;-;-;-;-;-;-;-;-;-;4;4.636.185
2026-08-20;2026-08-21;11,5300;1;1.350.395;-;-;-;-;1;152.521;-;-;-;-;1;216.716;-;-;3;1.999.975;-;-;-;-;-;-;-;-;-;-;6;3.719.607
2026-08-20;2026-08-21;11,5400;1;500.000;4;729.780;-;-;1;500.000;-;-;-;-;3;3.100.000;1;13.140;1;499.975;-;-;-;-;-;-;-;-;-;-;11;5.342.895
2026-08-20;2026-08-21;11,5500;4;6.783;1;500.000;-;-;1;100.000;-;-;-;-;10;453.951;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;1.060.734
2026-08-20;2026-08-21;11,5600;-;-;1;1.000.000;-;-;-;-;-;-;-;-;1;351.109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1.351.109
2026-08-20;2026-08-21;11,5800;-;-;-;-;-;-;1;694.785;-;-;-;-;3;1.641;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;696.426
2026-08-20;2026-08-21;11,5810;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2.906.752;-;-;3;2.906.752
2026-08-20;2026-08-21;11,6200;-;-;-;-;-;-;-;-;-;-;-;-;1;112;7;268.440;-;-;-;-;-;-;-;-;-;-;-;-;8;268.552
2026-08-20;2026-08-21;11,6400;-;-;1;5.500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.500
2026-08-20;2026-08-21;11,6500;4;1.795;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;466;-;-;-;-;-;-;-;-;-;-;5;2.261
2026-08-20;2026-08-21;11,7500;6;3.271;1;3.720;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;6.991
2026-08-20;2026-08-21;11,7700;-;-;-;-;-;-;-;-;-;-;-;-;1;392;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;392
2026-08-20;2026-08-21;11,8600;-;-;-;-;-;-;-;-;-;-;-;-;1;384;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;384
2026-08-20;2026-08-21;11,9000;3;6.759;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6.759
2026-08-20;2026-08-21;12,0000;2;96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;96
2026-08-20;2026-08-21;TOTAL;93;7.939.410;345;3.532.604;16;120.321;46;1.492.326;20;14.575;9;98.086;142;7.434.731;177;3.748.640;250;5.039.002;18;13.867;5;1.104;-;-;27;3.189.295;27;87.131;1.175;32.711.090
2026-08-20;2026-08-21;TCO;11,52;;11,53;;11,48;;11,56;;11,32;;11,47;;11,52;;11,45;;11,51;;11,22;;11,12;;-;;11,57;;11,45;;11,52;

