"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-08-27;2026-08-27
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CREDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONOMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
2026-08-27;2026-08-28;11,3100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;292;1;1.000;-;-;-;-;4;1.292
2026-08-27;2026-08-28;11,4000;3;751;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;751
2026-08-27;2026-08-28;11,4100;-;-;-;-;29;35.397;-;-;-;-;-;-;-;-;-;-;-;-;19;6.719;-;-;-;-;-;-;-;-;48;42.116
2026-08-27;2026-08-28;11,4500;7;5.318;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;5.318
2026-08-27;2026-08-28;11,4800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;22.396;-;-;57;22.396
2026-08-27;2026-08-28;11,5000;11;73.099;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;73.099
2026-08-27;2026-08-28;11,5100;52;81.908;-;-;-;-;-;-;24;10.676;-;-;-;-;-;-;1;1.207;-;-;-;-;-;-;-;-;-;-;77;93.790
2026-08-27;2026-08-28;11,5500;11;19.951;-;-;-;-;-;-;-;-;1;16.563;-;-;-;-;-;-;-;-;-;-;-;-;2;425.810;-;-;14;462.324
2026-08-27;2026-08-28;11,5700;-;-;-;-;-;-;-;-;-;-;-;-;19;12.298;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;12.298
2026-08-27;2026-08-28;11,6000;-;-;1;12.740;-;-;-;-;2;80.144;-;-;2;92.787;-;-;-;-;-;-;-;-;-;-;2;20.200;-;-;7;205.871
2026-08-27;2026-08-28;11,6100;3;15.687;8;8.013;-;-;-;-;-;-;1;1.100;-;-;3;133.065;-;-;-;-;-;-;-;-;1;1.179;-;-;16;159.045
2026-08-27;2026-08-28;11,6200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-08-27;2026-08-28;11,6400;-;-;-;-;-;-;-;-;-;-;1;294.969;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;294.969
2026-08-27;2026-08-28;11,6450;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;349.244;-;-;-;-;-;-;-;-;-;-;1;349.244
2026-08-27;2026-08-28;11,6500;-;-;-;-;-;-;-;-;-;-;1;20.000;-;-;-;-;-;-;-;-;-;-;-;-;1;13.405;-;-;2;33.405
2026-08-27;2026-08-28;11,6700;1;667.477;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;667.477
2026-08-27;2026-08-28;11,6800;1;4.720;1;50.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;54.720
2026-08-27;2026-08-28;11,6900;-;-;-;-;-;-;-;-;-;-;-;-;19;73.076;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;73.076
2026-08-27;2026-08-28;11,7000;1;40.000;-;-;-;-;-;-;-;-;-;-;2;195.259;2;109.880;-;-;-;-;-;-;-;-;-;-;-;-;5;345.139
2026-08-27;2026-08-28;11,7010;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;140.887;-;-;1;140.887
2026-08-27;2026-08-28;11,7100;2;58.250;336;93.534;1;200;35;438.419;-;-;2;97;133;786.681;3;211.837;253;448.810;-;-;-;-;-;-;1;1.167;-;-;766;2.038.996
2026-08-27;2026-08-28;11,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;140.780;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;140.780
2026-08-27;2026-08-28;11,7500;7;1.491.814;1;56.086;-;-;1;406.962;-;-;3;73.330;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;2.028.192
2026-08-27;2026-08-28;11,7700;1;150.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;150.000
2026-08-27;2026-08-28;11,7800;-;-;1;863.615;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;863.615
2026-08-27;2026-08-28;11,7900;1;500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;500.000
2026-08-27;2026-08-28;11,8000;3;694.435;-;-;1;92.000;-;-;-;-;-;-;-;-;1;343.521;-;-;-;-;-;-;-;-;2;83.220;-;-;7;1.213.176
2026-08-27;2026-08-28;11,8100;3;38.312;1;56.000;-;-;-;-;-;-;-;-;4;11;1;9.450;2;322.580;-;-;-;-;-;-;2;79.625;-;-;13;505.978
2026-08-27;2026-08-28;11,8150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000
2026-08-27;2026-08-28;11,8250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;454.000;-;-;-;-;-;-;-;-;-;-;-;-;1;454.000
2026-08-27;2026-08-28;11,8500;2;258.675;-;-;1;499.950;-;-;-;-;-;-;5;8.694.921;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;9.453.546
2026-08-27;2026-08-28;11,9000;2;70;-;-;-;-;3;422.148;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;422.218
2026-08-27;2026-08-28;11,9400;-;-;1;167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;167
2026-08-27;2026-08-28;11,9500;1;56.173;1;1.000.000;-;-;-;-;1;149.975;-;-;1;300.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1.506.148
2026-08-27;2026-08-28;11,9600;1;300.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;300.000
2026-08-27;2026-08-28;11,9800;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;59.905;-;-;2;159.905
2026-08-27;2026-08-28;11,9900;1;382.087;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;382.087
2026-08-27;2026-08-28;12,0000;2;140.051;2;5.750;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;145.801
2026-08-27;2026-08-28;12,0100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;233.843;-;-;1;233.843
2026-08-27;2026-08-28;12,0500;1;913.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;913.975
2026-08-27;2026-08-28;12,0600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;99.905;-;-;1;99.905
2026-08-27;2026-08-28;12,1000;2;620.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.399.975;-;-;3;2.019.975
2026-08-27;2026-08-28;12,1700;1;399.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;399.975
2026-08-27;2026-08-28;TOTAL;124;7.015.087;353;2.145.904;32;627.547;39;1.267.529;27;240.795;9;406.059;328;10.431.909;170;2.399.225;258;1.221.841;19;6.719;3;292;1;1.000;73;2.581.518;16;17.444;1.452;28.362.869
2026-08-27;2026-08-28;TCO;11,87;;11,85;;11,82;;11,79;;11,81;;11,66;;11,81;;11,75;;11,71;;11,41;;11,31;;11,31;;11,94;;10,50;;11,83;

