"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-08-25;2026-08-25
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CREDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONOMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-08-25;2026-08-26;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;12.001;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;12.001
2026-08-25;2026-08-26;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;55.257;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;55.257
2026-08-25;2026-08-26;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;6.741;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6.741
2026-08-25;2026-08-26;10,0000;-;-;-;-;-;-;-;-;-;-;-;-;70;18.180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70;18.180
2026-08-25;2026-08-26;10,5000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;3.722;36;3.722
2026-08-25;2026-08-26;10,8000;-;-;-;-;-;-;-;-;-;-;-;-;1;6.400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6.400
2026-08-25;2026-08-26;11,0000;-;-;-;-;-;-;-;-;-;-;3;1.509;-;-;3;0;-;-;-;-;-;-;-;-;-;-;-;-;6;1.510
2026-08-25;2026-08-26;11,0300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-08-25;2026-08-26;11,0400;-;-;-;-;17;9.644;-;-;-;-;-;-;-;-;227;138.371;-;-;-;-;-;-;-;-;-;-;-;-;244;148.015
2026-08-25;2026-08-26;11,0500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-08-25;2026-08-26;11,0600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-08-25;2026-08-26;11,1400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;1;1;-;-;-;-;3;5
2026-08-25;2026-08-26;11,2400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;8.352;-;-;-;-;-;-;-;-;11;8.352
2026-08-25;2026-08-26;11,3000;10;34.116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;59;-;-;-;-;-;-;-;-;-;-;11;34.175
2026-08-25;2026-08-26;11,3100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;18.012;-;-;28;18.012
2026-08-25;2026-08-26;11,3400;29;71.968;-;-;-;-;-;-;23;6.999;-;-;-;-;3;35.886;250;286.626;-;-;-;-;-;-;-;-;-;-;305;401.478
2026-08-25;2026-08-26;11,3500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;1;0
2026-08-25;2026-08-26;11,4000;8;19.369;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;19.369
2026-08-25;2026-08-26;11,4400;3;5.342;9;230.945;-;-;-;-;-;-;-;-;-;-;1;14.750;1;6.606;-;-;-;-;-;-;-;-;-;-;14;257.643
2026-08-25;2026-08-26;11,4500;4;48.740;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;9.775;-;-;-;-;-;-;-;-;-;-;5;58.515
2026-08-25;2026-08-26;11,4800;-;-;-;-;-;-;-;-;-;-;1;15.805;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;15.805
2026-08-25;2026-08-26;11,4900;-;-;-;-;-;-;-;-;-;-;-;-;1;29.936;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;29.936
2026-08-25;2026-08-26;11,5000;19;203.122;-;-;-;-;52;64.948;-;-;-;-;13;5.447;1;8.935;-;-;-;-;-;-;-;-;7;13.246;-;-;92;295.698
2026-08-25;2026-08-26;11,5200;4;48.903;-;-;-;-;-;-;-;-;2;64.554;31;65.574;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;179.031
2026-08-25;2026-08-26;11,5300;1;24.999.980;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;2.846;-;-;-;-;-;-;-;-;-;-;20;25.002.826
2026-08-25;2026-08-26;11,5400;1;5;364;53.413;1;200;-;-;1;214.905;3;960;83;802.673;1;801;1;2;-;-;-;-;-;-;3;39.063;-;-;458;1.112.021
2026-08-25;2026-08-26;11,5500;6;21.775;2;70.000;-;-;1;28.600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;79.864;-;-;12;200.239
2026-08-25;2026-08-26;11,5650;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;386.522;-;-;-;-;-;-;-;-;-;-;1;386.522
2026-08-25;2026-08-26;11,5700;-;-;-;-;-;-;-;-;-;-;-;-;3;1.140.576;-;-;-;-;-;-;-;-;-;-;3;157.676;-;-;6;1.298.252
2026-08-25;2026-08-26;11,5730;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.975;-;-;-;-;-;-;-;-;-;-;1;499.975
2026-08-25;2026-08-26;11,5800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;44.280;-;-;2;44.280
2026-08-25;2026-08-26;11,5900;-;-;-;-;-;-;1;599.980;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;599.980
2026-08-25;2026-08-26;11,6000;-;-;3;117.594;-;-;-;-;-;-;-;-;1;999.975;-;-;-;-;-;-;-;-;-;-;1;21.469;-;-;5;1.139.038
2026-08-25;2026-08-26;11,6050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.784.408;-;-;-;-;-;-;-;-;1;1.028.425;-;-;2;2.812.833
2026-08-25;2026-08-26;11,6200;-;-;1;499.965;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.965
2026-08-25;2026-08-26;11,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;773.633;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;773.633
2026-08-25;2026-08-26;11,6350;-;-;2;549.880;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;549.880
2026-08-25;2026-08-26;11,6400;-;-;-;-;-;-;-;-;1;52.975;-;-;3;3;2;8.300;2;408.080;-;-;-;-;-;-;-;-;-;-;8;469.357
2026-08-25;2026-08-26;11,6500;4;3.167;1;293.422;-;-;1;500.000;-;-;-;-;3;957.580;-;-;-;-;-;-;-;-;-;-;1;3.794;-;-;10;1.757.964
