"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-07-24;2026-07-24
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-07-24;"2026-07-25 al 2026-07-27";9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;21.365;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;21.365
2026-07-24;"2026-07-25 al 2026-07-27";9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;83.994;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;83.994
2026-07-24;"2026-07-25 al 2026-07-27";9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;7.687;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7.687
2026-07-24;"2026-07-25 al 2026-07-27";10,6500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;7.685;-;-;30;7.685
2026-07-24;"2026-07-25 al 2026-07-27";10,7000;-;-;-;-;-;-;-;-;-;-;-;-;1;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;56
2026-07-24;"2026-07-25 al 2026-07-27";10,7500;-;-;-;-;-;-;-;-;-;-;-;-;2;316;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;316
2026-07-24;"2026-07-25 al 2026-07-27";10,8100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;2.980;-;-;-;-;7;2.980
2026-07-24;"2026-07-25 al 2026-07-27";10,8500;-;-;-;-;-;-;-;-;-;-;-;-;1;1.116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.116
2026-07-24;"2026-07-25 al 2026-07-27";10,9000;-;-;-;-;-;-;-;-;-;-;-;-;1;227;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;227
2026-07-24;"2026-07-25 al 2026-07-27";10,9300;-;-;-;-;-;-;-;-;-;-;-;-;9;798;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;798
2026-07-24;"2026-07-25 al 2026-07-27";10,9500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.600;-;-;-;-;-;-;-;-;-;-;1;2.600
2026-07-24;"2026-07-25 al 2026-07-27";11,0000;-;-;-;-;-;-;-;-;-;-;-;-;1;2.201;2;1;-;-;-;-;-;-;-;-;-;-;-;-;3;2.202
2026-07-24;"2026-07-25 al 2026-07-27";11,0100;-;-;-;-;-;-;-;-;-;-;-;-;124;171.362;210;620.247;112;521.881;-;-;-;-;-;-;-;-;-;-;446;1.313.490
2026-07-24;"2026-07-25 al 2026-07-27";11,0200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;3;2
2026-07-24;"2026-07-25 al 2026-07-27";11,0300;1;3.038;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000;-;-;-;-;-;-;-;-;-;-;-;-;2;4.038
2026-07-24;"2026-07-25 al 2026-07-27";11,0500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;5.285;-;-;4;5.285
2026-07-24;"2026-07-25 al 2026-07-27";11,1000;8;8.050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;10.530;-;-;10;18.580
2026-07-24;"2026-07-25 al 2026-07-27";11,1100;64;108.031;19;20.212;35;7.462;30;30.747;16;3.355;4;250;-;-;-;-;1;2.116;15;2.634;-;-;-;-;-;-;-;-;184;174.807
2026-07-24;"2026-07-25 al 2026-07-27";11,1200;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-07-24;"2026-07-25 al 2026-07-27";11,1300;-;-;-;-;-;-;-;-;-;-;-;-;36;266.617;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;266.617
2026-07-24;"2026-07-25 al 2026-07-27";11,1700;-;-;-;-;-;-;-;-;-;-;-;-;1;60.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;60.000
2026-07-24;"2026-07-25 al 2026-07-27";11,1800;-;-;1;5.000;-;-;-;-;-;-;-;-;-;-;-;-;1;1.139.775;-;-;-;-;-;-;-;-;-;-;2;1.144.775
2026-07-24;"2026-07-25 al 2026-07-27";11,2000;2;540.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;138;20.821;-;-;-;-;-;-;-;-;-;-;140;560.821
2026-07-24;"2026-07-25 al 2026-07-27";11,2100;8;553.112;1;26.235;-;-;-;-;-;-;-;-;85;353.912;3;112.722;7;4.846.758;-;-;4;142.044;-;-;-;-;67;35.890;175;6.070.672
2026-07-24;"2026-07-25 al 2026-07-27";11,2300;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;19.955;-;-;-;-;-;-;-;-;-;-;-;-;3;19.956
2026-07-24;"2026-07-25 al 2026-07-27";11,2500;1;64.975;1;62.834;-;-;-;-;-;-;-;-;-;-;-;-;2;178.925;-;-;-;-;-;-;1;1.896;-;-;5;308.630
2026-07-24;"2026-07-25 al 2026-07-27";11,2550;-;-;-;-;-;-;-;-;-;-;1;200.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200.000
2026-07-24;"2026-07-25 al 2026-07-27";11,2600;1;34.149;-;-;-;-;-;-;-;-;-;-;-;-;1;70.000;1;100.000;-;-;-;-;-;-;-;-;-;-;3;204.149
2026-07-24;"2026-07-25 al 2026-07-27";11,3000;3;354.277;-;-;-;-;-;-;-;-;-;-;3;925.307;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1.279.583
2026-07-24;"2026-07-25 al 2026-07-27";11,3100;-;-;28;26.755;-;-;-;-;-;-;-;-;1;10;-;-;1;50.000;-;-;-;-;-;-;-;-;-;-;30;76.765
2026-07-24;"2026-07-25 al 2026-07-27";11,3200;2;264.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;264.000
2026-07-24;"2026-07-25 al 2026-07-27";11,3400;1;775.455;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;775.455
2026-07-24;"2026-07-25 al 2026-07-27";11,3500;1;159.975;1;71.677;-;-;-;-;-;-;1;786.257;-;-;-;-;-;-;-;-;-;-;-;-;2;29.510;-;-;5;1.047.419
2026-07-24;"2026-07-25 al 2026-07-27";11,3600;1;500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;500.000
2026-07-24;"2026-07-25 al 2026-07-27";11,3700;1;172.404;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;172.404
2026-07-24;"2026-07-25 al 2026-07-27";11,3900;-;-;-;-;-;-;-;-;-;-;-;-;1;358.339;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;358.339
2026-07-24;"2026-07-25 al 2026-07-27";11,4000;2;892.498;-;-;-;-;1;891.510;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;205.420;-;-;4;1.989.427
2026-07-24;"2026-07-25 al 2026-07-27";11,4100;1;300.000;-;-;-;-;-;-;-;-;-;-;1;2.768.443;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3.068.443
2026-07-24;"2026-07-25 al 2026-07-27";11,4110;1;5.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.000.000
2026-07-24;"2026-07-25 al 2026-07-27";11,4200;2;2.186.302;-;-;-;-;-;-;-;-;-;-;2;2.809.895;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4.996.197
2026-07-24;"2026-07-25 al 2026-07-27";11,4300;1;300.000;-;-;-;-;-;-;-;-;-;-;1;399.982;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;699.982
2026-07-24;"2026-07-25 al 2026-07-27";11,4500;1;500.000;3;634.502;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1.134.502
2026-07-24;"2026-07-25 al 2026-07-27";11,5000;-;-;1;1.218.652;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200.000;-;-;2;1.418.652
2026-07-24;"2026-07-25 al 2026-07-27";11,5500;-;-;-;-;-;-;-;-;-;-;-;-;2;594.542;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;594.542
2026-07-24;"2026-07-25 al 2026-07-27";11,6000;-;-;1;750.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;750.000
2026-07-24;"2026-07-25 al 2026-07-27";11,6050;-;-;-;-;-;-;-;-;-;-;-;-;1;199.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;199.975
2026-07-24;"2026-07-25 al 2026-07-27";11,6100;-;-;-;-;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000
2026-07-24;"2026-07-25 al 2026-07-27";11,6110;-;-;-;-;-;-;-;-;-;-;-;-;1;489.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;489.000
2026-07-24;"2026-07-25 al 2026-07-27";11,6400;-;-;1;2.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.000.000
2026-07-24;"2026-07-25 al 2026-07-27";TOTAL;102;12.716.265;57;4.815.867;35;7.462;32;1.922.257;16;3.355;6;986.507;280;9.615.144;221;823.926;264;6.862.876;15;2.634;4;142.044;7;2.980;41;460.326;67;35.890;1.147;38.397.534
2026-07-24;"2026-07-25 al 2026-07-27";TCO;11,38;;11,56;;11,11;;11,50;;11,11;;11,33;;11,38;;11,06;;11,19;;11,11;;11,21;;10,81;;11,42;;11,21;;11,37;

