"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-08-05;2026-08-05
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
2026-08-05;"2026-08-06 al 2026-08-10";11,5000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;800.000;-;-;-;-;-;-;5;31.083;-;-;6;831.083
2026-08-05;"2026-08-06 al 2026-08-10";11,5200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;266;580.787;-;-;-;-;-;-;-;-;-;-;-;-;266;580.787
2026-08-05;"2026-08-06 al 2026-08-10";11,5400;-;-;-;-;-;-;-;-;-;-;-;-;1;107;1;0;-;-;-;-;-;-;-;-;-;-;-;-;2;108
2026-08-05;"2026-08-06 al 2026-08-10";11,5500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-08-05;"2026-08-06 al 2026-08-10";11,5900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;135.703;-;-;-;-;-;-;-;-;-;-;-;-;1;135.703
2026-08-05;"2026-08-06 al 2026-08-10";11,6000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;91.466;-;-;2;91.466
2026-08-05;"2026-08-06 al 2026-08-10";11,6200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000;356;1.633.228;-;-;-;-;5;2.714;-;-;-;-;362;1.735.942
2026-08-05;"2026-08-06 al 2026-08-10";11,6800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;9.334;-;-;1;9.334
2026-08-05;"2026-08-06 al 2026-08-10";11,7000;-;-;1;405.450;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;39.980;-;-;2;445.430
2026-08-05;"2026-08-06 al 2026-08-10";11,7200;-;-;24;61.896;-;-;-;-;-;-;-;-;-;-;-;-;1;42.000;-;-;-;-;-;-;-;-;-;-;25;103.896
2026-08-05;"2026-08-06 al 2026-08-10";11,7500;3;8.058;-;-;-;-;-;-;-;-;-;-;2;1.103.982;-;-;-;-;-;-;-;-;-;-;3;179.709;-;-;8;1.291.749
2026-08-05;"2026-08-06 al 2026-08-10";11,8000;-;-;5;967.431;-;-;2;136.940;-;-;1;30.000;-;-;4;1.349.932;-;-;-;-;-;-;-;-;4;303.620;-;-;16;2.787.923
2026-08-05;"2026-08-06 al 2026-08-10";11,8200;79;1.927.474;-;-;20;13.769;-;-;-;-;-;-;1;449.975;-;-;1;20.009;85;288.044;-;-;-;-;-;-;-;-;186;2.699.271
2026-08-05;"2026-08-06 al 2026-08-10";11,8300;1;1.016.300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.016.300
2026-08-05;"2026-08-06 al 2026-08-10";11,8400;3;619.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;619.975
2026-08-05;"2026-08-06 al 2026-08-10";11,8500;18;15.004.106;-;-;-;-;1;499.982;-;-;-;-;1;336.929;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;15.841.017
2026-08-05;"2026-08-06 al 2026-08-10";11,8550;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;254.895;-;-;-;-;-;-;-;-;-;-;-;-;1;254.895
2026-08-05;"2026-08-06 al 2026-08-10";11,8600;2;799.980;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;799.980
2026-08-05;"2026-08-06 al 2026-08-10";11,8620;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;269.932;-;-;-;-;-;-;-;-;-;-;-;-;1;269.932
2026-08-05;"2026-08-06 al 2026-08-10";11,8650;1;99.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;99.975
2026-08-05;"2026-08-06 al 2026-08-10";11,8700;3;2.616.549;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2.616.549
2026-08-05;"2026-08-06 al 2026-08-10";11,8750;2;699.975;-;-;-;-;-;-;-;-;-;-;1;1.518.613;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2.218.588
2026-08-05;"2026-08-06 al 2026-08-10";11,8800;19;1.953.084;1;32.072;-;-;-;-;-;-;-;-;-;-;3;1.199.847;1;75.000;-;-;-;-;-;-;-;-;-;-;24;3.260.003
2026-08-05;"2026-08-06 al 2026-08-10";11,8900;-;-;-;-;-;-;-;-;-;-;-;-;1;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;75
2026-08-05;"2026-08-06 al 2026-08-10";11,9000;6;5.268.862;-;-;-;-;1;588.512;-;-;1;70.740;5;4.999.932;1;780.000;-;-;-;-;-;-;-;-;-;-;-;-;14;11.708.046
2026-08-05;"2026-08-06 al 2026-08-10";11,9200;5;1.500;-;-;-;-;1;700.000;22;8.463;9;4.233;-;-;1;4.500;-;-;-;-;-;-;-;-;-;-;163;889.618;201;1.608.314
2026-08-05;"2026-08-06 al 2026-08-10";11,9500;-;-;-;-;-;-;-;-;-;-;-;-;3;2.811.232;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2.811.232
2026-08-05;"2026-08-06 al 2026-08-10";12,0000;14;285.535;1;150.000;-;-;-;-;-;-;-;-;-;-;-;-;1;249.975;-;-;-;-;-;-;-;-;-;-;16;685.510
2026-08-05;"2026-08-06 al 2026-08-10";12,0100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;191;191.301;-;-;-;-;-;-;-;-;-;-;191;191.301
2026-08-05;"2026-08-06 al 2026-08-10";12,0200;3;22;377;33.900;-;-;-;-;-;-;5;92;54;1.599.446;3;1.500.000;1;771.000;-;-;12;58.829;-;-;-;-;-;-;455;3.963.289
2026-08-05;"2026-08-06 al 2026-08-10";12,0500;-;-;-;-;-;-;-;-;1;155.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;155.000
2026-08-05;"2026-08-06 al 2026-08-10";12,0800;-;-;-;-;-;-;-;-;1;50.000;-;-;21;11.366;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;61.366
2026-08-05;"2026-08-06 al 2026-08-10";12,1200;-;-;-;-;-;-;-;-;-;-;-;-;6;424;2;532.000;1;257.500;-;-;-;-;-;-;2;299.600;-;-;11;1.089.524
2026-08-05;"2026-08-06 al 2026-08-10";12,1300;-;-;-;-;-;-;-;-;-;-;-;-;10;7.550;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;7.550
2026-08-05;"2026-08-06 al 2026-08-10";12,1500;-;-;-;-;-;-;-;-;-;-;-;-;1;123;-;-;-;-;-;-;-;-;-;-;1;99.856;-;-;2;99.979
2026-08-05;"2026-08-06 al 2026-08-10";12,1799;-;-;-;-;-;-;-;-;-;-;-;-;1;253;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;253
2026-08-05;"2026-08-06 al 2026-08-10";TOTAL;159;30.301.395;409;1.650.749;20;13.769;64;1.960.611;24;213.463;16;105.065;197;13.107.514;287;6.707.597;554;4.040.013;85;288.044;12;58.829;5;2.714;49;1.143.658;163;889.618;2.044;60.483.040
2026-08-05;"2026-08-06 al 2026-08-10";TCO;11,86;;11,80;;11,82;;11,88;;12,05;;11,87;;11,87;;11,87;;11,75;;11,82;;12,02;;11,62;;11,85;;11,92;;11,86;

