"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-08-17;2026-08-17
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-08-17;2026-08-18;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;16.674;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;16.674
2026-08-17;2026-08-18;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;60.247;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;60.247
2026-08-17;2026-08-18;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;12.888;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;12.888
2026-08-17;2026-08-18;10,0000;-;-;-;-;-;-;-;-;-;-;-;-;75;22.534;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75;22.534
2026-08-17;2026-08-18;10,1600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;16;1;16
2026-08-17;2026-08-18;10,5000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;58.735;27;58.735
2026-08-17;2026-08-18;10,7000;-;-;-;-;-;-;-;-;-;-;-;-;1;7.237;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7.237
2026-08-17;2026-08-18;11,0000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;6.925;-;-;34;6.925
2026-08-17;2026-08-18;11,0200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;52;-;-;-;-;-;-;-;-;-;-;1;52
2026-08-17;2026-08-18;11,0780;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2;-
2026-08-17;2026-08-18;11,0800;-;-;-;-;29;2.332;-;-;-;-;-;-;-;-;145;242.554;225;342.029;-;-;-;-;-;-;-;-;-;-;399;586.915
2026-08-17;2026-08-18;11,0900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1
2026-08-17;2026-08-18;11,1000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2;-
2026-08-17;2026-08-18;11,1100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.000;-;-;-;-;-;-;-;-;-;-;1;2.000
2026-08-17;2026-08-18;11,1800;-;-;37;84.625;-;-;-;-;-;-;-;-;-;-;1;2.000;-;-;-;-;1;50;3;251;-;-;-;-;42;86.926
2026-08-17;2026-08-18;11,2000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1.992;-;-;3;1.992
2026-08-17;2026-08-18;11,2500;-;-;-;-;-;-;51;33.063;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;33.063
2026-08-17;2026-08-18;11,2800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;6.305;-;-;-;-;-;-;-;-;24;6.305
2026-08-17;2026-08-18;11,3800;24;60.167;319;28.718;-;-;-;-;29;72.087;-;-;-;-;-;-;3;58.432;-;-;-;-;-;-;-;-;-;-;375;219.404
2026-08-17;2026-08-18;11,4000;1;10.000;-;-;-;-;-;-;-;-;1;19.930;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;29.930
2026-08-17;2026-08-18;11,4200;1;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100
2026-08-17;2026-08-18;11,4500;4;2.421;2;120.210;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;122.631
2026-08-17;2026-08-18;11,4700;1;27.440;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;98.144;-;-;2;125.584
2026-08-17;2026-08-18;11,4800;10;45.124;-;-;-;-;-;-;-;-;3;10.266;-;-;-;-;1;32.112;-;-;-;-;-;-;-;-;-;-;14;87.502
2026-08-17;2026-08-18;11,5000;4;534.865;2;40.026;-;-;1;299.990;-;-;-;-;-;-;-;-;2;497.500;-;-;-;-;-;-;1;49.975;-;-;10;1.422.356
