"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-07-29;2026-07-29
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-07-29;2026-07-30;9,0000;-;-;-;-;-;-;-;-;-;-;1;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;75
2026-07-29;2026-07-30;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;14.993;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;14.993
2026-07-29;2026-07-30;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;134.116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;134.116
2026-07-29;2026-07-30;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;13.743;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;13.743
2026-07-29;2026-07-30;10,3000;-;-;-;-;-;-;-;-;-;-;1;1.961;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.961
2026-07-29;2026-07-30;11,0000;-;-;-;-;-;-;-;-;-;-;1;5.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.000
2026-07-29;2026-07-30;11,2000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;14.905;-;-;1;14.905
2026-07-29;2026-07-30;11,2100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;11.693;-;-;40;11.693
2026-07-29;2026-07-30;11,3400;-;-;-;-;-;-;-;-;-;-;-;-;2;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;10
2026-07-29;2026-07-30;11,3500;10;88.950;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;88.950
2026-07-29;2026-07-30;11,3700;-;-;-;-;-;-;-;-;-;-;-;-;1;9.054;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;9.054
2026-07-29;2026-07-30;11,3900;-;-;1;5.947;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.947
2026-07-29;2026-07-30;11,4000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;102.330;-;-;-;-;5;102.330
2026-07-29;2026-07-30;11,5400;-;-;-;-;-;-;-;-;-;-;-;-;2;4.285;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4.285
2026-07-29;2026-07-30;11,5500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.700;-;-;-;-;-;-;1;30.000;-;-;2;31.700
2026-07-29;2026-07-30;11,5900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-07-29;2026-07-30;11,6000;-;-;-;-;-;-;-;-;-;-;-;-;269;156.355;224;367.680;115;516.029;-;-;-;-;-;-;-;-;-;-;608;1.040.064
