"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-09-07;2026-09-07
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CREDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONOMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-09-07;2026-09-08;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;14.973;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;14.973
2026-09-07;2026-09-08;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;73.156;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;73.156
2026-09-07;2026-09-08;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;7.546;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7.546
2026-09-07;2026-09-08;10,0000;-;-;-;-;-;-;-;-;-;-;-;-;35;2.901;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;2.901
2026-09-07;2026-09-08;10,5000;-;-;-;-;-;-;-;-;-;-;-;-;1;20.500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;20.500
2026-09-07;2026-09-08;11,0000;-;-;-;-;-;-;-;-;-;-;-;-;1;6.500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6.500
2026-09-07;2026-09-08;11,3000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;2.530;34;2.530
2026-09-07;2026-09-08;11,6200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;130;-;-;1;130
2026-09-07;2026-09-08;11,9200;-;-;-;-;-;-;-;-;-;-;-;-;1;545;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;545
2026-09-07;2026-09-08;12,0000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5.431;-;-;-;-;-;-;-;-;-;-;2;5.431
2026-09-07;2026-09-08;12,0800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;206;86.750;-;-;-;-;-;-;-;-;-;-;-;-;206;86.750
2026-09-07;2026-09-08;12,1200;4;1.006;-;-;-;-;-;-;-;-;-;-;1;1.651;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;2.658
2026-09-07;2026-09-08;12,1800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;3.382;1;1;-;-;-;-;8;3.383
