"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-09-11;2026-09-11
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CREDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONOMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
2026-09-11;2026-09-14;11,7000;4;991.063;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;25;-;-;5;991.088
2026-09-11;2026-09-14;11,7400;41;68.572;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;221.423;-;-;-;-;-;-;-;-;99;289.996
2026-09-11;2026-09-14;11,7500;1;499.983;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.983
2026-09-11;2026-09-14;11,8000;-;-;-;-;1;13.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;13.000
2026-09-11;2026-09-14;11,8500;2;1.654.358;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1.654.358
2026-09-11;2026-09-14;11,9000;192;51.157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;192;51.157
2026-09-11;2026-09-14;11,9400;-;-;507;57.344;-;-;-;-;-;-;5;7.845;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;512;65.189
2026-09-11;2026-09-14;11,9500;2;1.767.064;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1.767.064
2026-09-11;2026-09-14;12,0000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;704.129;-;-;3;704.129
2026-09-11;2026-09-14;12,0200;-;-;-;-;-;-;-;-;-;-;-;-;16;102.605;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;102.605
2026-09-11;2026-09-14;12,0300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;1.248;-;-;-;-;-;-;-;-;-;-;26;1.248
2026-09-11;2026-09-14;12,0400;2;199.965;1;1.494;1;200;-;-;-;-;2;203;59;1.393.735;8;318.000;7;154;-;-;-;-;-;-;1;30.000;-;-;81;1.943.752
2026-09-11;2026-09-14;12,0800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;29.466;-;-;1;29.466
2026-09-11;2026-09-14;12,1200;-;-;-;-;-;-;-;-;-;-;-;-;1;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;99
2026-09-11;2026-09-14;12,1400;-;-;1;26.590;-;-;-;-;-;-;-;-;7;2.510;2;58.200;-;-;-;-;-;-;-;-;-;-;-;-;10;87.300
2026-09-11;2026-09-14;12,2600;-;-;-;-;-;-;-;-;-;-;-;-;2;796;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;796
2026-09-11;2026-09-14;12,3000;4;1.278;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1.278
2026-09-11;2026-09-14;12,3200;-;-;-;-;-;-;-;-;-;-;-;-;3;519;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;519
2026-09-11;2026-09-14;12,3500;1;285;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;285
2026-09-11;2026-09-14;12,4200;-;-;-;-;-;-;-;-;-;-;-;-;42;95.180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;95.180
2026-09-11;2026-09-14;12,4500;-;-;-;-;-;-;-;-;-;-;-;-;1;109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;109
2026-09-11;2026-09-14;12,5000;1;3.692;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.692
2026-09-11;2026-09-14;12,5700;-;-;1;3.100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.100
2026-09-11;2026-09-14;12,5800;-;-;-;-;-;-;-;-;-;-;-;-;4;1.042;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1.042
2026-09-11;2026-09-14;12,6000;-;-;-;-;-;-;-;-;-;-;-;-;6;1.140;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1.140
2026-09-11;2026-09-14;12,6400;-;-;-;-;-;-;-;-;-;-;-;-;15;6.795;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;6.795
2026-09-11;2026-09-14;12,6500;-;-;1;4.947;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4.947
2026-09-11;2026-09-14;12,8700;-;-;1;5.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.000
2026-09-11;2026-09-14;TOTAL;269;11.631.386;549;418.756;14;21.248;39;2.208.887;17;42.016;7;8.048;241;2.570.477;3.945;602.731;272;1.722.792;58;221.423;4;2.425;-;-;43;1.269.644;30;3.636;5.488;20.723.470
2026-09-11;2026-09-14;TCO;11,57;;11,58;;11,67;;11,14;;11,54;;11,94;;11,71;;11,68;;11,40;;11,74;;11,64;;-;;11,64;;11,30;;11,53;

