"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-07-07;2026-07-07
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-07-07;2026-07-08;9,4000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;20.294;-;-;11;20.294
2026-07-07;2026-07-08;9,4900;-;-;-;-;-;-;25;33.885;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;107;-;-;-;-;28;33.992
2026-07-07;2026-07-08;9,6000;-;-;-;-;-;-;-;-;-;-;-;-;1;43.754;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;43.754
2026-07-07;2026-07-08;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;5;43.290;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;43.290
2026-07-07;2026-07-08;9,6800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-07-07;2026-07-08;9,6900;-;-;-;-;-;-;-;-;-;-;-;-;137;44.202;138;39.464;-;-;-;-;-;-;-;-;-;-;-;-;275;83.666
2026-07-07;2026-07-08;9,6934;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4
2026-07-07;2026-07-08;9,7000;-;-;-;-;-;-;-;-;-;-;-;-;248;296.354;-;-;-;-;-;-;-;-;-;-;-;-;-;-;248;296.354
2026-07-07;2026-07-08;9,7300;2;4.771;-;-;-;-;-;-;-;-;-;-;76;1.173.281;-;-;1;20;1;1;-;-;-;-;-;-;-;-;80;1.178.073
