"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-09-21;2026-09-21
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CREDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONOMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-09-21;2026-09-22;8,1000;-;-;-;-;-;-;-;-;-;-;-;-;1;11.137;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;11.137
2026-09-21;2026-09-22;8,2000;-;-;-;-;-;-;-;-;-;-;-;-;1;27.794;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;27.794
2026-09-21;2026-09-22;8,8600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;66.275;-;-;-;-;-;-;-;-;-;-;-;-;4;66.275
2026-09-21;2026-09-22;9,0000;-;-;-;-;-;-;-;-;-;-;-;-;38;5.492;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;5.492
2026-09-21;2026-09-22;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;2;426;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;426
2026-09-21;2026-09-22;9,8300;-;-;-;-;-;-;-;-;-;-;-;-;5;675;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;675
2026-09-21;2026-09-22;9,9000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;8.966;-;-;44;8.966
2026-09-21;2026-09-22;10,0000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;144;45;20.478;46;20.622
2026-09-21;2026-09-22;10,0100;-;-;-;-;-;-;-;-;-;-;-;-;6;2.009;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;2.009
