"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-08-13;2026-08-13
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-08-13;2026-08-14;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;13.760;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;13.760
2026-08-13;2026-08-14;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;75.995;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;75.995
2026-08-13;2026-08-14;9,8600;-;-;1;6.885;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;6.885
2026-08-13;2026-08-14;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;4.231;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4.231
2026-08-13;2026-08-14;10,0000;-;-;-;-;-;-;-;-;-;-;-;-;78;41.234;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;41.234
2026-08-13;2026-08-14;10,1600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;18.225;28;18.225
2026-08-13;2026-08-14;10,9100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;194;244.357;-;-;-;-;-;-;-;-;-;-;194;244.357
2026-08-13;2026-08-14;11,0000;-;-;-;-;-;-;-;-;-;-;-;-;2;699;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;699
2026-08-13;2026-08-14;11,0800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;33.351;-;-;31;33.351
2026-08-13;2026-08-14;11,1600;-;-;-;-;4;788;-;-;-;-;-;-;-;-;40;26.536;8;5.970;-;-;-;-;-;-;-;-;-;-;52;33.294
2026-08-13;2026-08-14;11,1700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-08-13;2026-08-14;11,2000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;985;-;-;-;-;-;-;-;-;-;-;1;985
2026-08-13;2026-08-14;11,2600;-;-;19;51.439;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4.300;2;1.500;-;-;-;-;22;57.239
2026-08-13;2026-08-14;11,3500;3;1.942;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1.942
