"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-07-09;2026-07-09
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";Vigencia;"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
2026-07-09;2026-07-10;9,9300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;13.333;-;-;1;13.333
2026-07-09;2026-07-10;9,9500;6;12.440;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;12.440
2026-07-09;2026-07-10;9,9650;2;120.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;120.000
2026-07-09;2026-07-10;9,9850;-;-;-;-;-;-;-;-;-;-;-;-;1;50.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;50.000
2026-07-09;2026-07-10;9,9900;-;-;-;-;-;-;-;-;-;-;-;-;1;49.280;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;49.280
2026-07-09;2026-07-10;10,0000;24;29.036;33;178.225;8;2.932;31;14.520;14;31.651;-;-;-;-;-;-;90;430.494;15;70.219;-;-;-;-;1;36.061;-;-;216;793.137
2026-07-09;2026-07-10;10,0500;-;-;3;239.883;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;39.182;-;-;7;279.065
2026-07-09;2026-07-10;10,0600;-;-;-;-;-;-;-;-;-;-;-;-;2;4;2;500.000;-;-;-;-;-;-;-;-;-;-;-;-;4;500.004
2026-07-09;2026-07-10;10,0900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;119;136.505;-;-;-;-;-;-;-;-;-;-;119;136.505
2026-07-09;2026-07-10;10,1000;4;174.304;3;527.840;-;-;1;36.232;-;-;-;-;84;405.809;1;100.000;4;1.600.660;-;-;4;570;-;-;2;41.743;80;59.816;183;2.946.974
2026-07-09;2026-07-10;10,1500;4;566.740;-;-;-;-;-;-;-;-;-;-;-;-;2;252.327;-;-;-;-;-;-;-;-;-;-;-;-;6;819.067
2026-07-09;2026-07-10;10,1600;-;-;2;251.336;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;251.336
2026-07-09;2026-07-10;10,1700;-;-;-;-;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-07-09;2026-07-10;10,1800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;299.905;-;-;1;299.905
2026-07-09;2026-07-10;10,1810;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;300.000;-;-;1;300.000
2026-07-09;2026-07-10;10,1900;-;-;1;5.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.000
2026-07-09;2026-07-10;10,2000;-;-;1;15.850;-;-;1;70.000;-;-;-;-;2;200.000;-;-;-;-;-;-;-;-;-;-;1;11.429;-;-;5;297.279
2026-07-09;2026-07-10;10,2200;1;189.280;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;189.280
2026-07-09;2026-07-10;10,2300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.499.975;-;-;-;-;-;-;-;-;-;-;1;1.499.975
2026-07-09;2026-07-10;10,2500;2;1.195.675;1;200.000;-;-;1;74.000;-;-;-;-;-;-;20;459.053;-;-;-;-;-;-;-;-;-;-;-;-;24;1.928.728
2026-07-09;2026-07-10;10,2530;-;-;-;-;-;-;-;-;-;-;-;-;1;1.500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.500.000
2026-07-09;2026-07-10;10,2550;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000
2026-07-09;2026-07-10;10,2600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.008.543;-;-;-;-;-;-;-;-;-;-;-;-;1;3.008.543
2026-07-09;2026-07-10;10,2700;-;-;4;480.000;-;-;1;30.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;510.000
2026-07-09;2026-07-10;10,2800;1;600.000;-;-;-;-;1;400.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1.000.000
2026-07-09;2026-07-10;10,3000;1;1.000.000;2;1.000.619;-;-;-;-;-;-;-;-;1;200.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2.200.619
2026-07-09;2026-07-10;10,3300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.000.128;-;-;-;-;-;-;-;-;-;-;-;-;1;3.000.128
2026-07-09;2026-07-10;10,3400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2.500.000;-;-;-;-;-;-;-;-;-;-;-;-;2;2.500.000
2026-07-09;2026-07-10;10,3800;-;-;1;938.394;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;938.394
2026-07-09;2026-07-10;10,4000;-;-;1;350.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;350.000
2026-07-09;2026-07-10;10,4500;-;-;-;-;-;-;-;-;-;-;-;-;1;505.669;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;505.669
2026-07-09;2026-07-10;10,4700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;479.810;-;-;2;479.810
2026-07-09;2026-07-10;10,4900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;300.000;-;-;2;300.000
2026-07-09;2026-07-10;10,5000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;99.880;-;-;1;99.880
2026-07-09;2026-07-10;10,5500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;47;-;-;-;-;-;-;-;-;1;499.905;-;-;2;499.952
2026-07-09;2026-07-10;TOTAL;50;3.902.015;54;5.187.313;8;2.932;37;724.752;14;31.651;2;1.814;277;4.104.284;133;9.884.451;214;3.667.634;15;70.219;4;570;1;10;41;2.131.145;80;59.816;930;29.768.606
2026-07-09;2026-07-10;TCO;10,23;;10,26;;10,00;;10,24;;10,00;;7,50;;10,13;;10,28;;10,14;;10,00;;10,10;;9,70;;10,38;;10,10;;10,24;

